Label,Satisfied,MedianAge,MethodNumber,WeekDay,ArrivalHour,DepartureHour,Lat,Long
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,150
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,11,18,-33,151
Satisfied,1,25,3,6,14,18,-33,151
Satisfied,1,25,3,6,15,18,-33,151
Satisfied,1,25,3,6,8,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,151
Satisfied,1,25,3,6,9,18,-33,150
Satisfied,1,25,3,6,10,18,-33,151
Satisfied,1,25,3,6,7,19,-33,151
Satisfied,1,25,3,6,7,19,-33,151
Satisfied,1,25,3,6,9,19,-33,150
Satisfied,1,25,3,6,10,19,-33,151
Satisfied,1,25,3,6,10,19,-33,151
Satisfied,1,25,3,6,12,19,-33,150
Satisfied,1,25,3,6,8,19,-33,151
Satisfied,1,25,3,6,10,20,-33,151
Satisfied,1,25,3,6,11,20,-33,151
Satisfied,1,25,3,6,11,20,-33,151
Satisfied,1,25,3,6,9,21,-33,151
Satisfied,1,25,3,6,12,22,-33,151
Satisfied,1,25,3,6,13,22,-33,151
Satisfied,1,25,3,6,17,22,-33,151
Satisfied,1,35,3,6,11,1,-33,151
Satisfied,1,35,3,6,6,14,-33,150
Satisfied,1,35,3,6,8,14,-33,151
Satisfied,1,35,3,6,6,14,-33,151
Satisfied,1,35,3,6,7,14,-33,151
Satisfied,1,35,3,6,6,15,-33,150
Satisfied,1,35,3,6,7,15,-33,150
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,9,15,-33,151
Satisfied,1,35,3,6,7,15,-33,150
Satisfied,1,35,3,6,6,15,-33,151
Satisfied,1,35,3,6,6,15,-33,151
Satisfied,1,35,3,6,6,15,-33,150
Satisfied,1,35,3,6,6,15,-33,150
Satisfied,1,35,3,6,6,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,15,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,150
Satisfied,1,35,3,6,7,16,-33,150
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,9,16,-33,150
Satisfied,1,35,3,6,10,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,5,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,7,16,-33,151
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-35,149
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,9,16,-33,151
Satisfied,1,35,3,6,8,16,-33,150
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,8,16,-33,151
Satisfied,1,35,3,6,9,16,-33,151
Satisfied,1,35,3,6,9,16,-33,151
Satisfied,1,35,3,6,9,16,-33,151
Satisfied,1,35,3,6,6,17,-33,151
Satisfied,1,35,3,6,7,17,-33,150
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,150
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,10,17,-33,151
Satisfied,1,35,3,6,10,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,7,17,-33,150
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,7,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,150
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,150
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,8,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,9,17,-33,151
Satisfied,1,35,3,6,6,18,-33,151
Satisfied,1,35,3,6,7,18,-33,151
Satisfied,1,35,3,6,7,18,-33,150
Satisfied,1,35,3,6,8,18,-33,150
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,150
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,10,18,-33,150
Satisfied,1,35,3,6,10,18,-33,151
Satisfied,1,35,3,6,10,18,-33,151
Satisfied,1,35,3,6,10,18,-33,151
Satisfied,1,35,3,6,10,18,-33,151
Satisfied,1,35,3,6,13,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,10,18,-33,150
Satisfied,1,35,3,6,7,18,-33,151
Satisfied,1,35,3,6,7,18,-33,151
Satisfied,1,35,3,6,7,18,-33,151
Satisfied,1,35,3,6,7,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,9,18,-33,151
Satisfied,1,35,3,6,10,18,-33,150
Satisfied,1,35,3,6,11,18,-33,151
Satisfied,1,35,3,6,10,18,-33,151
Satisfied,1,35,3,6,8,18,-33,151
Satisfied,1,35,3,6,7,19,-33,151
Satisfied,1,35,3,6,7,19,-33,150
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,150
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,9,19,-33,150
Satisfied,1,35,3,6,9,19,-33,151
Satisfied,1,35,3,6,9,19,-33,150
Satisfied,1,35,3,6,9,19,-33,151
Satisfied,1,35,3,6,9,19,-33,151
Satisfied,1,35,3,6,9,19,-33,151
Satisfied,1,35,3,6,10,19,-33,151
Satisfied,1,35,3,6,10,19,-33,151
Satisfied,1,35,3,6,10,19,-33,151
Satisfied,1,35,3,6,10,19,-33,151
Satisfied,1,35,3,6,10,19,-33,151
Satisfied,1,35,3,6,7,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,8,19,-33,151
Satisfied,1,35,3,6,11,20,-33,151
Satisfied,1,35,3,6,11,20,-33,150
Satisfied,1,35,3,6,8,20,-33,151
Satisfied,1,35,3,6,9,22,-33,151
Satisfied,1,35,3,6,19,22,-33,150
Satisfied,1,45,3,6,9,12,-33,151
Satisfied,1,45,3,6,9,14,-33,151
Satisfied,1,45,3,6,5,14,-33,150
Satisfied,1,45,3,6,9,14,-33,150
Satisfied,1,45,3,6,9,14,-33,151
Satisfied,1,45,3,6,9,14,-33,151
Satisfied,1,45,3,6,9,14,-33,151
Satisfied,1,45,3,6,9,14,-33,151
Satisfied,1,45,3,6,6,15,-33,151
Satisfied,1,45,3,6,9,15,-33,151
Satisfied,1,45,3,6,9,15,-33,151
Satisfied,1,45,3,6,6,15,-33,150
Satisfied,1,45,3,6,6,15,-33,151
Satisfied,1,45,3,6,6,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,7,15,-33,151
Satisfied,1,45,3,6,5,16,-33,151
Satisfied,1,45,3,6,5,16,-33,151
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,6,16,-33,150
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,6,16,-33,150
Satisfied,1,45,3,6,7,16,-33,150
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,150
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,9,16,-33,150
Satisfied,1,45,3,6,9,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,9,16,-33,151
Satisfied,1,45,3,6,9,16,-33,151
Satisfied,1,45,3,6,9,16,-33,151
Satisfied,1,45,3,6,9,16,-33,150
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,6,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,150
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,7,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,9,16,-33,151
Satisfied,1,45,3,6,8,16,-33,151
Satisfied,1,45,3,6,8,16,-33,150
Satisfied,1,45,3,6,6,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-35,149
Satisfied,1,45,3,6,8,17,-34,150
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,6,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,150
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,150
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,9,17,-33,150
Satisfied,1,45,3,6,9,17,-33,150
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,150
Satisfied,1,45,3,6,9,17,-33,150
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,7,17,-33,151
Satisfied,1,45,3,6,8,17,-33,150
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,8,17,-33,151
Satisfied,1,45,3,6,9,17,-33,150
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,9,17,-33,151
Satisfied,1,45,3,6,6,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,150
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,150
Satisfied,1,45,3,6,8,18,-33,151
